CustomerID,Province,CustomerSegment,RegistrationDate,CustomerTenureMonths,CustomerTenureBand
C098504,Ontario,Retail,2022-01-24,47,Loyal
C098505,Alberta,Retail,2021-04-18,56,Long-Term
C098506,Ontario,Premium,2025-02-02,10,Recent
C098507,Ontario,Retail,2024-01-30,23,Established
C098508,Alberta,Retail,2022-01-21,47,Loyal
C098509,Ontario,Commercial,2021-06-22,54,Long-Term
C098510,Alberta,Fleet,2021-10-14,50,Long-Term
C098511,Ontario,Retail,2020-11-23,61,Long-Term
C098512,Ontario,Retail,2024-01-21,23,Established
C098513,Alberta,Commercial,2024-01-16,23,Established
C098514,Alberta,Retail,2021-05-08,55,Long-Term
C098515,Ontario,Retail,2020-01-11,71,Long-Term
C098516,Ontario,Retail,2024-05-11,19,Established
C098517,Ontario,Commercial,2023-08-25,28,Loyal
C098518,Ontario,Commercial,2020-07-14,65,Long-Term
C098519,Ontario,Retail,2024-11-14,13,Established
C098520,British Columbia,Retail,2020-06-09,66,Long-Term
C098521,Ontario,Retail,2025-08-27,4,New
C098522,Alberta,Premium,2020-01-06,71,Long-Term
C098523,British Columbia,Retail,2022-05-24,43,Loyal
C098524,Alberta,Retail,2025-11-18,1,New
C098525,Ontario,Commercial,2025-12-12,0,New
C098526,Ontario,Fleet,2025-04-12,8,Recent
C098527,Alberta,Fleet,2020-04-30,68,Long-Term
C098528,Ontario,Fleet,2024-02-17,22,Established
C098529,Alberta,Retail,2025-11-02,1,New
C098530,Alberta,Premium,2021-04-12,56,Long-Term
C098531,British Columbia,Retail,2020-04-23,68,Long-Term
C098532,Ontario,Commercial,2020-07-14,65,Long-Term
C098533,Alberta,Premium,2024-03-01,21,Established
C098534,Ontario,Retail,2024-09-19,15,Established
C098535,Ontario,Retail,2024-10-16,14,Established
C098536,Alberta,Retail,2024-02-22,22,Established
C098537,Ontario,Retail,2020-03-08,69,Long-Term
C098538,Ontario,Retail,2023-03-25,33,Loyal
C098539,Ontario,Commercial,2022-02-22,46,Loyal
C098540,Alberta,Commercial,2022-10-13,38,Loyal
C098541,Ontario,Retail,2021-11-07,49,Long-Term
C098542,Ontario,Retail,2024-12-30,12,Recent
C098543,Ontario,Fleet,2025-05-22,7,Recent
C098544,Ontario,Retail,2020-05-10,67,Long-Term
C098545,Ontario,Retail,2020-10-31,62,Long-Term
C098546,Ontario,Retail,2025-09-25,3,New
C098547,Ontario,Retail,2024-06-01,18,Established
C098548,Ontario,Retail,2021-01-10,59,Long-Term
C098549,Ontario,Fleet,2023-09-25,27,Loyal
C098550,Ontario,Premium,2023-11-18,25,Loyal
C098551,Alberta,Retail,2020-02-17,70,Long-Term
C098552,Ontario,Fleet,2025-10-09,2,New
C098553,Alberta,Fleet,2022-10-26,38,Loyal
C098554,Ontario,Commercial,2022-01-04,47,Loyal
C098555,British Columbia,Retail,2023-09-13,27,Loyal
C098556,Ontario,Retail,2020-03-16,69,Long-Term
C098557,Ontario,Premium,2024-07-02,17,Established
C098558,Ontario,Premium,2025-04-20,8,Recent
C098559,Ontario,Retail,2024-06-05,18,Established
C098560,Alberta,Premium,2023-12-15,24,Established
C098561,Ontario,Retail,2021-12-17,48,Loyal
C098562,Ontario,Premium,2024-08-31,16,Established
C098563,Ontario,Retail,2025-11-11,1,New
C098564,Ontario,Retail,2024-01-01,23,Established
C098565,Ontario,Retail,2020-02-20,70,Long-Term
C098566,Alberta,Fleet,2021-10-21,50,Long-Term
C098567,Ontario,Premium,2023-03-08,33,Loyal
C098568,Ontario,Retail,2022-12-08,36,Loyal
C098569,Ontario,Retail,2023-11-15,25,Loyal
C098570,Alberta,Premium,2024-09-25,15,Established
C098571,Ontario,Retail,2025-06-29,6,New
C098572,Alberta,Retail,2025-09-15,3,New
C098573,Ontario,Retail,2023-10-06,26,Loyal
C098574,Ontario,Commercial,2020-06-01,66,Long-Term
C098575,Ontario,Retail,2023-02-25,34,Loyal
C098576,Ontario,Retail,2020-10-10,62,Long-Term
C098577,Ontario,Retail,2024-05-27,19,Established
C098578,Ontario,Commercial,2025-05-11,7,Recent
C098579,Ontario,Retail,2024-08-24,16,Established
C098580,Ontario,Fleet,2021-10-01,50,Long-Term
C098581,Ontario,Retail,2023-03-19,33,Loyal
C098582,British Columbia,Premium,2021-02-06,58,Long-Term
C098583,Ontario,Retail,2024-06-21,18,Established
C098584,Ontario,Retail,2025-07-05,5,New
C098585,Alberta,Premium,2022-01-12,47,Loyal
C098586,Ontario,Retail,2025-05-15,7,Recent
C098587,Ontario,Retail,2020-03-08,69,Long-Term
C098588,Alberta,Retail,2023-03-03,33,Loyal
C098589,Alberta,Retail,2023-01-12,35,Loyal
C098590,Alberta,Retail,2021-04-02,56,Long-Term
C098591,Ontario,Retail,2022-07-21,41,Loyal
C098592,British Columbia,Retail,2021-06-14,54,Long-Term
C098593,Ontario,Retail,2022-05-20,43,Loyal
C098594,British Columbia,Retail,2020-08-06,64,Long-Term
C098595,Ontario,Fleet,2025-02-23,10,Recent
C098596,Ontario,Retail,2020-01-21,71,Long-Term
C098597,Ontario,Retail,2024-05-04,19,Established
C098598,Ontario,Retail,2025-03-18,9,Recent
C098599,Alberta,Commercial,2022-01-19,47,Loyal
C098600,British Columbia,Retail,2021-08-21,52,Long-Term
C098601,Alberta,Fleet,2021-04-11,56,Long-Term
C098602,Ontario,Fleet,2024-05-19,19,Established
C098603,Alberta,Retail,2025-02-18,10,Recent
C098604,Ontario,Retail,2020-02-09,70,Long-Term
C098605,Ontario,Retail,2021-07-25,53,Long-Term
C098606,Ontario,Retail,2024-05-11,19,Established
C098607,Alberta,Commercial,2022-01-10,47,Loyal
C098608,Ontario,Fleet,2022-05-09,43,Loyal
C098609,Ontario,Commercial,2023-06-30,30,Loyal
C098610,Ontario,Retail,2020-05-05,67,Long-Term
C098611,British Columbia,Commercial,2022-07-26,41,Loyal
C098612,Ontario,Premium,2024-04-20,20,Established
C098613,Ontario,Retail,2024-10-27,14,Established
C098614,British Columbia,Retail,2024-04-14,20,Established
C098615,Ontario,Retail,2020-11-26,61,Long-Term
C098616,Ontario,Retail,2025-05-05,7,Recent
C098617,Ontario,Retail,2024-08-16,16,Established
C098618,British Columbia,Retail,2023-04-08,32,Loyal
C098619,Ontario,Retail,2025-05-13,7,Recent
C098620,Ontario,Fleet,2024-06-30,18,Established
C098621,British Columbia,Retail,2025-12-09,0,New
C098622,Alberta,Retail,2024-02-23,22,Established
C098623,Ontario,Retail,2020-11-27,61,Long-Term
C098624,Alberta,Premium,2024-09-05,15,Established
C098625,Ontario,Retail,2025-09-03,3,New
C098626,Ontario,Retail,2020-08-12,64,Long-Term
C098627,Ontario,Commercial,2024-01-28,23,Established
C098628,British Columbia,Premium,2020-10-13,62,Long-Term
C098629,Ontario,Commercial,2022-10-26,38,Loyal
C098630,Ontario,Retail,2024-02-12,22,Established
C098631,Alberta,Retail,2024-05-22,19,Established
C098632,Ontario,Commercial,2025-12-12,0,New
C098633,British Columbia,Retail,2020-09-25,63,Long-Term
C098634,Ontario,Retail,2025-06-28,6,New
C098635,Alberta,Retail,2025-04-23,8,Recent
C098636,Ontario,Commercial,2022-09-17,39,Loyal
C098637,Ontario,Retail,2023-08-30,28,Loyal
C098638,Alberta,Retail,2021-05-18,55,Long-Term
C098639,Ontario,Retail,2025-09-23,3,New
C098640,Ontario,Retail,2024-12-25,12,Recent
C098641,Ontario,Retail,2021-06-23,54,Long-Term
C098642,Ontario,Retail,2024-12-01,12,Recent
C098643,Alberta,Retail,2025-06-07,6,New
C098644,Ontario,Premium,2023-10-02,26,Loyal
C098645,Alberta,Retail,2024-12-22,12,Recent
C098646,Alberta,Retail,2021-09-17,51,Long-Term
C098647,British Columbia,Fleet,2024-12-01,12,Recent
C098648,Alberta,Retail,2023-04-01,32,Loyal
C098649,Ontario,Retail,2023-03-13,33,Loyal
C098650,British Columbia,Fleet,2023-05-27,31,Loyal
C098651,Ontario,Commercial,2022-03-09,45,Loyal
C098652,Alberta,Retail,2025-05-10,7,Recent
C098653,Ontario,Fleet,2022-12-28,36,Loyal
C098654,Ontario,Retail,2021-05-04,55,Long-Term
C098655,British Columbia,Retail,2020-10-03,62,Long-Term
C098656,Ontario,Retail,2025-03-31,9,Recent
C098657,Alberta,Retail,2020-07-05,65,Long-Term
C098658,Ontario,Fleet,2024-09-01,15,Established
C098659,Ontario,Retail,2025-06-03,6,New
C098660,Ontario,Commercial,2024-08-14,16,Established
C098661,Ontario,Commercial,2025-01-18,11,Recent
C098662,Alberta,Premium,2021-01-23,59,Long-Term
C098663,British Columbia,Retail,2024-08-23,16,Established
C098664,British Columbia,Fleet,2024-11-17,13,Established
C098665,Ontario,Retail,2024-08-12,16,Established
C098666,Ontario,Retail,2025-12-12,0,New
C098667,Ontario,Retail,2024-03-23,21,Established
C098668,Ontario,Commercial,2024-10-12,14,Established
C098669,Ontario,Retail,2025-12-23,0,New
C098670,Ontario,Retail,2025-02-14,10,Recent
C098671,Ontario,Retail,2020-05-15,67,Long-Term
C098672,Ontario,Retail,2024-01-02,23,Established
C098673,Ontario,Retail,2024-06-21,18,Established
C098674,Ontario,Retail,2022-12-01,36,Loyal
C098675,Alberta,Retail,2020-06-29,66,Long-Term
C098676,Alberta,Premium,2025-10-11,2,New
C098677,Ontario,Retail,2023-11-13,25,Loyal
C098678,Ontario,Retail,2021-10-12,50,Long-Term
C098679,Ontario,Retail,2022-02-14,46,Loyal
C098680,Ontario,Retail,2021-06-10,54,Long-Term
C098681,British Columbia,Retail,2020-02-29,70,Long-Term
C098682,Ontario,Retail,2024-06-12,18,Established
C098683,Ontario,Retail,2024-06-06,18,Established
C098684,Ontario,Commercial,2020-04-16,68,Long-Term
C098685,Ontario,Retail,2024-08-05,16,Established
C098686,Alberta,Retail,2025-10-02,2,New
C098687,Ontario,Retail,2020-04-10,68,Long-Term
C098688,Ontario,Premium,2025-06-18,6,New
C098689,Ontario,Retail,2022-01-04,47,Loyal
C098690,Ontario,Retail,2020-02-14,70,Long-Term
C098691,Ontario,Commercial,2020-04-03,68,Long-Term
C098692,Ontario,Retail,2023-12-01,24,Established
C098693,Ontario,Retail,2021-11-19,49,Long-Term
C098694,British Columbia,Retail,2023-12-08,24,Established
C098695,Alberta,Retail,2022-12-21,36,Loyal
C098696,Ontario,Retail,2022-12-23,36,Loyal
C098697,Alberta,Fleet,2025-07-07,5,New
C098698,Ontario,Retail,2020-02-25,70,Long-Term
C098699,Ontario,Retail,2022-04-17,44,Loyal
C098700,Ontario,Retail,2020-05-26,67,Long-Term
C098701,Ontario,Retail,2021-11-12,49,Long-Term
C098702,British Columbia,Retail,2022-04-17,44,Loyal
C098703,Ontario,Commercial,2024-01-02,23,Established
C098704,Ontario,Premium,2023-11-18,25,Loyal
C098705,Ontario,Retail,2023-06-09,30,Loyal
C098706,Ontario,Retail,2025-12-15,0,New
C098707,Ontario,Retail,2023-09-04,27,Loyal
C098708,Alberta,Retail,2024-10-05,14,Established
C098709,British Columbia,Retail,2025-05-01,7,Recent
C098710,British Columbia,Retail,2021-08-24,52,Long-Term
C098711,Ontario,Retail,2023-01-20,35,Loyal
C098712,Ontario,Retail,2022-12-03,36,Loyal
C098713,Alberta,Retail,2025-12-12,0,New
C098714,Ontario,Retail,2021-04-05,56,Long-Term
C098715,Ontario,Retail,2024-05-04,19,Established
C098716,Ontario,Retail,2023-08-09,28,Loyal
C098717,Ontario,Retail,2025-03-26,9,Recent
C098718,Ontario,Commercial,2022-10-27,38,Loyal
C098719,Ontario,Retail,2023-01-28,35,Loyal
C098720,Ontario,Retail,2023-02-12,34,Loyal
C098721,Ontario,Retail,2021-08-14,52,Long-Term
C098722,Ontario,Retail,2020-05-29,67,Long-Term
C098723,Ontario,Premium,2023-03-09,33,Loyal
C098724,Ontario,Retail,2023-12-28,24,Established
C098725,Ontario,Retail,2020-08-16,64,Long-Term
C098726,Ontario,Commercial,2024-12-16,12,Recent
C098727,Ontario,Commercial,2021-08-25,52,Long-Term
C098728,Alberta,Commercial,2024-01-19,23,Established
C098729,Ontario,Retail,2020-12-20,60,Long-Term
C098730,Ontario,Premium,2023-11-12,25,Loyal
C098731,British Columbia,Retail,2022-12-12,36,Loyal
C098732,Ontario,Retail,2025-08-10,4,New
C098733,Ontario,Retail,2024-12-12,12,Recent
C098734,Ontario,Retail,2022-02-07,46,Loyal
C098735,Ontario,Retail,2025-09-03,3,New
C098736,Ontario,Fleet,2023-08-10,28,Loyal
C098737,Alberta,Retail,2020-12-22,60,Long-Term
C098738,Ontario,Retail,2024-03-27,21,Established
C098739,Ontario,Retail,2021-09-13,51,Long-Term
C098740,Ontario,Retail,2022-04-20,44,Loyal
C098741,Ontario,Retail,2023-01-05,35,Loyal
C098742,Ontario,Retail,2024-06-05,18,Established
C098743,Ontario,Commercial,2023-07-29,29,Loyal
C098744,Ontario,Retail,2025-10-20,2,New
C098745,Ontario,Retail,2024-02-11,22,Established
C098746,Ontario,Retail,2020-03-31,69,Long-Term
C098747,Ontario,Retail,2021-09-13,51,Long-Term
C098748,Ontario,Retail,2025-10-10,2,New
C098749,Alberta,Retail,2023-02-02,34,Loyal
C098750,Ontario,Premium,2025-09-26,3,New
C098751,British Columbia,Retail,2023-09-16,27,Loyal
C098752,Ontario,Fleet,2021-04-11,56,Long-Term
C098753,Ontario,Retail,2023-04-14,32,Loyal
C098754,Ontario,Retail,2022-04-05,44,Loyal
C098755,Ontario,Retail,2022-04-12,44,Loyal
C098756,Ontario,Retail,2022-12-13,36,Loyal
C098757,Ontario,Retail,2022-04-07,44,Loyal
C098758,Ontario,Retail,2020-04-02,68,Long-Term
C098759,British Columbia,Fleet,2022-04-15,44,Loyal
C098760,Ontario,Premium,2024-11-20,13,Established
C098761,Ontario,Premium,2025-01-04,11,Recent
C098762,Ontario,Commercial,2023-07-04,29,Loyal
C098763,Ontario,Retail,2021-03-13,57,Long-Term
C098764,British Columbia,Premium,2020-07-07,65,Long-Term
C098765,Alberta,Retail,2021-09-01,51,Long-Term
C098766,Ontario,Retail,2024-11-26,13,Established
C098767,Ontario,Fleet,2025-01-12,11,Recent
C098768,British Columbia,Premium,2025-12-26,0,New
C098769,Ontario,Retail,2022-04-20,44,Loyal
C098770,Alberta,Retail,2022-10-27,38,Loyal
C098771,Alberta,Retail,2020-03-17,69,Long-Term
C098772,Alberta,Commercial,2020-11-09,61,Long-Term
C098773,Ontario,Retail,2024-01-31,23,Established
C098774,Ontario,Commercial,2023-12-05,24,Established
C098775,Ontario,Retail,2025-08-25,4,New
C098776,Ontario,Retail,2020-04-17,68,Long-Term
C098777,Ontario,Retail,2023-08-26,28,Loyal
C098778,Ontario,Retail,2022-03-30,45,Loyal
C098779,Ontario,Retail,2024-09-09,15,Established
C098780,Ontario,Retail,2021-09-07,51,Long-Term
C098781,Ontario,Retail,2025-10-25,2,New
C098782,Ontario,Retail,2020-09-12,63,Long-Term
C098783,Ontario,Retail,2025-06-15,6,New
C098784,Ontario,Premium,2023-05-17,31,Loyal
C098785,Ontario,Retail,2022-04-07,44,Loyal
C098786,British Columbia,Retail,2024-11-14,13,Established
C098787,Alberta,Retail,2023-11-28,25,Loyal
C098788,British Columbia,Retail,2023-02-19,34,Loyal
C098789,Ontario,Retail,2025-06-21,6,New
C098790,Alberta,Retail,2025-02-21,10,Recent
C098791,Ontario,Retail,2020-02-05,70,Long-Term
C098792,Ontario,Retail,2020-03-13,69,Long-Term
C098793,Alberta,Retail,2020-02-24,70,Long-Term
C098794,Ontario,Retail,2024-04-08,20,Established
C098795,Ontario,Premium,2020-02-13,70,Long-Term
C098796,Ontario,Retail,2021-08-26,52,Long-Term
C098797,Alberta,Premium,2020-05-16,67,Long-Term
C098798,Ontario,Retail,2024-05-26,19,Established
C098799,Alberta,Retail,2021-03-19,57,Long-Term
C098800,Ontario,Retail,2021-11-16,49,Long-Term
C098801,Ontario,Premium,2020-12-08,60,Long-Term
C098802,Alberta,Fleet,2024-10-05,14,Established
C098803,British Columbia,Commercial,2024-07-27,17,Established
C098804,British Columbia,Retail,2021-04-15,56,Long-Term
C098805,Ontario,Retail,2021-01-30,59,Long-Term
C098806,Ontario,Retail,2024-08-30,16,Established
C098807,Ontario,Commercial,2020-10-27,62,Long-Term
C098808,Alberta,Retail,2020-03-20,69,Long-Term
C098809,Ontario,Retail,2023-11-11,25,Loyal
C098810,Ontario,Commercial,2021-01-07,59,Long-Term
C098811,Ontario,Retail,2021-10-25,50,Long-Term
C098812,British Columbia,Retail,2023-03-09,33,Loyal
C098813,Ontario,Commercial,2022-05-09,43,Loyal
C098814,Ontario,Fleet,2021-06-26,54,Long-Term
C098815,Ontario,Retail,2025-05-30,7,Recent
C098816,Alberta,Commercial,2023-10-10,26,Loyal
C098817,Ontario,Retail,2022-07-30,41,Loyal
C098818,Ontario,Retail,2022-02-08,46,Loyal
C098819,Ontario,Premium,2025-07-07,5,New
C098820,Ontario,Retail,2020-08-18,64,Long-Term
C098821,Alberta,Retail,2021-02-04,58,Long-Term
C098822,Ontario,Retail,2025-08-31,4,New
C098823,British Columbia,Retail,2022-09-03,39,Loyal
C098824,Ontario,Retail,2023-12-05,24,Established
C098825,British Columbia,Retail,2024-01-16,23,Established
C098826,Ontario,Retail,2023-12-19,24,Established
C098827,Ontario,Commercial,2020-02-23,70,Long-Term
C098828,Ontario,Retail,2023-04-06,32,Loyal
C098829,Alberta,Retail,2024-05-31,19,Established
C098830,Ontario,Retail,2024-09-08,15,Established
C098831,Ontario,Retail,2024-10-22,14,Established
C098832,Alberta,Commercial,2022-09-21,39,Loyal
C098833,Ontario,Commercial,2025-12-27,0,New
C098834,Ontario,Premium,2022-02-20,46,Loyal
C098835,Ontario,Premium,2025-12-15,0,New
C098836,British Columbia,Commercial,2021-03-09,57,Long-Term
C098837,Ontario,Retail,2023-04-23,32,Loyal
C098838,Ontario,Retail,2021-12-21,48,Loyal
C098839,Ontario,Retail,2025-07-20,5,New
C098840,Ontario,Retail,2022-11-25,37,Loyal
C098841,Ontario,Retail,2021-12-28,48,Loyal
C098842,Ontario,Retail,2020-06-24,66,Long-Term
C098843,Ontario,Retail,2025-07-26,5,New
C098844,Ontario,Premium,2022-07-01,41,Loyal
C098845,Ontario,Retail,2024-12-16,12,Recent
C098846,Ontario,Premium,2022-07-01,41,Loyal
C098847,Ontario,Commercial,2023-09-04,27,Loyal
C098848,Ontario,Commercial,2024-11-06,13,Established
C098849,Alberta,Retail,2021-04-29,56,Long-Term
C098850,Ontario,Commercial,2024-05-14,19,Established
C098851,Alberta,Retail,2024-04-30,20,Established
C098852,Alberta,Retail,2023-07-11,29,Loyal
C098853,Ontario,Retail,2025-11-11,1,New
C098854,Alberta,Retail,2021-03-20,57,Long-Term
C098855,Ontario,Retail,2020-04-30,68,Long-Term
C098856,Ontario,Premium,2025-04-06,8,Recent
C098857,Ontario,Retail,2022-05-06,43,Loyal
C098858,Ontario,Retail,2025-03-08,9,Recent
C098859,Ontario,Retail,2024-01-30,23,Established
C098860,Ontario,Premium,2024-09-12,15,Established
C098861,Ontario,Premium,2023-07-05,29,Loyal
C098862,Ontario,Retail,2020-06-02,66,Long-Term
C098863,Ontario,Retail,2021-03-22,57,Long-Term
C098864,Ontario,Retail,2020-11-13,61,Long-Term
C098865,Alberta,Retail,2024-04-14,20,Established
C098866,Ontario,Retail,2021-01-02,59,Long-Term
C098867,Alberta,Retail,2022-06-22,42,Loyal
C098868,Ontario,Retail,2024-11-30,13,Established
C098869,Ontario,Retail,2021-11-15,49,Long-Term
C098870,Ontario,Premium,2025-02-10,10,Recent
C098871,Alberta,Retail,2021-06-17,54,Long-Term
C098872,British Columbia,Retail,2020-10-24,62,Long-Term
C098873,Ontario,Fleet,2022-07-13,41,Loyal
C098874,Ontario,Premium,2025-08-16,4,New
C098875,Ontario,Premium,2025-11-27,1,New
C098876,Ontario,Retail,2025-06-04,6,New
C098877,Ontario,Retail,2021-04-02,56,Long-Term
C098878,Ontario,Premium,2025-09-28,3,New
C098879,Ontario,Fleet,2022-10-26,38,Loyal
C098880,Alberta,Premium,2024-06-10,18,Established
C098881,British Columbia,Retail,2020-03-08,69,Long-Term
C098882,Alberta,Retail,2025-03-07,9,Recent
C098883,Alberta,Retail,2024-10-09,14,Established
C098884,Ontario,Commercial,2021-10-09,50,Long-Term
C098885,Alberta,Retail,2022-08-03,40,Loyal
C098886,Ontario,Commercial,2022-07-16,41,Loyal
C098887,British Columbia,Retail,2024-09-29,15,Established
C098888,Ontario,Commercial,2021-03-14,57,Long-Term
C098889,Ontario,Retail,2020-02-14,70,Long-Term
C098890,Ontario,Retail,2021-03-27,57,Long-Term
C098891,Ontario,Retail,2020-09-05,63,Long-Term
C098892,Ontario,Retail,2020-08-12,64,Long-Term
C098893,Ontario,Fleet,2023-09-11,27,Loyal
C098894,Ontario,Premium,2021-07-10,53,Long-Term
C098895,Ontario,Retail,2023-02-28,34,Loyal
C098896,British Columbia,Retail,2023-09-05,27,Loyal
C098897,Alberta,Premium,2023-08-17,28,Loyal
C098898,Ontario,Retail,2025-09-07,3,New
C098899,Ontario,Retail,2023-10-06,26,Loyal
C098900,Alberta,Retail,2020-04-08,68,Long-Term
C098901,British Columbia,Retail,2025-04-19,8,Recent
C098902,Ontario,Fleet,2020-02-01,70,Long-Term
C098903,Ontario,Retail,2022-04-29,44,Loyal
C098904,Ontario,Premium,2024-11-18,13,Established
C098905,Ontario,Retail,2021-07-16,53,Long-Term
C098906,Ontario,Retail,2020-07-27,65,Long-Term
C098907,Alberta,Retail,2025-04-12,8,Recent
C098908,Ontario,Retail,2023-04-27,32,Loyal
C098909,Ontario,Commercial,2023-06-23,30,Loyal
C098910,Ontario,Retail,2021-05-04,55,Long-Term
C098911,Ontario,Retail,2024-01-29,23,Established
C098912,Alberta,Premium,2022-01-18,47,Loyal
C098913,Ontario,Commercial,2024-07-22,17,Established
C098914,Alberta,Fleet,2021-07-11,53,Long-Term
C098915,Ontario,Premium,2020-08-04,64,Long-Term
C098916,British Columbia,Commercial,2022-12-19,36,Loyal
C098917,Ontario,Retail,2020-02-24,70,Long-Term
C098918,Ontario,Retail,2022-02-19,46,Loyal
C098919,Ontario,Premium,2021-08-19,52,Long-Term
C098920,British Columbia,Premium,2020-03-24,69,Long-Term
C098921,Ontario,Retail,2024-03-18,21,Established
C098922,Ontario,Retail,2020-04-27,68,Long-Term
C098923,Ontario,Retail,2022-11-25,37,Loyal
C098924,British Columbia,Fleet,2020-10-09,62,Long-Term
C098925,Ontario,Retail,2023-06-17,30,Loyal
C098926,Ontario,Retail,2020-08-14,64,Long-Term
C098927,Ontario,Retail,2023-06-15,30,Loyal
C098928,Ontario,Retail,2020-03-13,69,Long-Term
C098929,Ontario,Retail,2022-07-17,41,Loyal
C098930,Ontario,Retail,2021-07-20,53,Long-Term
C098931,Ontario,Commercial,2024-08-14,16,Established
C098932,Ontario,Premium,2021-07-12,53,Long-Term
C098933,British Columbia,Retail,2024-03-31,21,Established
C098934,Ontario,Retail,2024-07-14,17,Established
C098935,Ontario,Commercial,2025-07-07,5,New
C098936,British Columbia,Premium,2021-07-15,53,Long-Term
C098937,Ontario,Retail,2024-02-25,22,Established
C098938,Ontario,Retail,2023-03-02,33,Loyal
C098939,Ontario,Retail,2022-10-15,38,Loyal
C098940,Ontario,Premium,2023-01-01,35,Loyal
C098941,Ontario,Premium,2020-08-02,64,Long-Term
C098942,Ontario,Retail,2023-08-31,28,Loyal
C098943,Ontario,Retail,2023-08-20,28,Loyal
C098944,Ontario,Premium,2023-04-21,32,Loyal
C098945,Ontario,Retail,2023-06-23,30,Loyal
C098946,Ontario,Commercial,2025-11-03,1,New
C098947,British Columbia,Retail,2025-06-03,6,New
C098948,Ontario,Retail,2022-09-06,39,Loyal
C098949,Ontario,Commercial,2021-07-24,53,Long-Term
C098950,Alberta,Retail,2023-01-11,35,Loyal
C098951,Ontario,Commercial,2021-02-22,58,Long-Term
C098952,Ontario,Premium,2020-12-31,60,Long-Term
C098953,Ontario,Premium,2024-04-08,20,Established
C098954,Ontario,Retail,2020-09-16,63,Long-Term
C098955,Ontario,Retail,2023-09-24,27,Loyal
C098956,British Columbia,Fleet,2021-02-18,58,Long-Term
C098957,British Columbia,Retail,2020-11-13,61,Long-Term
C098958,Alberta,Retail,2021-09-08,51,Long-Term
C098959,Ontario,Retail,2025-10-28,2,New
C098960,Alberta,Retail,2023-02-03,34,Loyal
C098961,Ontario,Retail,2021-07-23,53,Long-Term
C098962,Ontario,Retail,2022-08-19,40,Loyal
C098963,Ontario,Premium,2025-10-05,2,New
C098964,Ontario,Premium,2020-01-26,71,Long-Term
C098965,Ontario,Premium,2023-02-12,34,Loyal
C098966,Ontario,Retail,2024-01-22,23,Established
C098967,Alberta,Retail,2025-12-11,0,New
C098968,Ontario,Retail,2021-08-31,52,Long-Term
C098969,Ontario,Retail,2020-05-30,67,Long-Term
C098970,Ontario,Commercial,2025-05-29,7,Recent
C098971,Ontario,Premium,2024-07-07,17,Established
C098972,Ontario,Fleet,2020-10-28,62,Long-Term
C098973,Ontario,Commercial,2024-07-29,17,Established
C098974,British Columbia,Commercial,2024-05-23,19,Established
C098975,Alberta,Commercial,2022-07-05,41,Loyal
C098976,Ontario,Premium,2025-11-02,1,New
C098977,Ontario,Retail,2024-08-18,16,Established
C098978,Ontario,Premium,2022-11-06,37,Loyal
C098979,Alberta,Fleet,2021-04-28,56,Long-Term
C098980,Ontario,Fleet,2022-04-14,44,Loyal
C098981,Ontario,Retail,2022-01-16,47,Loyal
C098982,Ontario,Retail,2024-05-12,19,Established
C098983,Ontario,Retail,2023-09-22,27,Loyal
C098984,Ontario,Premium,2025-05-02,7,Recent
C098985,Ontario,Retail,2021-07-21,53,Long-Term
C098986,Ontario,Retail,2023-07-15,29,Loyal
C098987,Ontario,Retail,2023-05-28,31,Loyal
C098988,Ontario,Retail,2025-05-22,7,Recent
C098989,British Columbia,Retail,2021-02-14,58,Long-Term
C098990,Alberta,Retail,2023-01-31,35,Loyal
C098991,Alberta,Retail,2021-06-08,54,Long-Term
C098992,British Columbia,Retail,2021-01-04,59,Long-Term
C098993,Ontario,Retail,2022-11-24,37,Loyal
C098994,British Columbia,Commercial,2022-08-19,40,Loyal
C098995,Alberta,Premium,2024-12-20,12,Recent
C098996,British Columbia,Retail,2022-10-08,38,Loyal
C098997,Alberta,Commercial,2024-11-07,13,Established
C098998,Ontario,Premium,2021-01-30,59,Long-Term
C098999,British Columbia,Retail,2025-11-22,1,New
C099000,Ontario,Retail,2022-08-18,40,Loyal
C099001,Alberta,Retail,2024-11-06,13,Established
C099002,Ontario,Commercial,2025-08-10,4,New
C099003,Ontario,Fleet,2024-03-11,21,Established
C099004,Ontario,Retail,2024-09-08,15,Established
C099005,Ontario,Retail,2024-03-20,21,Established
C099006,Alberta,Retail,2023-04-03,32,Loyal
C099007,Alberta,Retail,2021-10-12,50,Long-Term
C099008,British Columbia,Retail,2025-01-24,11,Recent
C099009,Ontario,Retail,2020-02-21,70,Long-Term
C099010,Ontario,Retail,2022-07-19,41,Loyal
C099011,Alberta,Retail,2022-10-22,38,Loyal
C099012,Ontario,Retail,2023-06-17,30,Loyal
C099013,Ontario,Commercial,2023-03-08,33,Loyal
C099014,Ontario,Retail,2021-07-21,53,Long-Term
C099015,Ontario,Retail,2020-01-08,71,Long-Term
C099016,Ontario,Retail,2023-06-23,30,Loyal
C099017,Ontario,Retail,2025-01-28,11,Recent
C099018,Ontario,Retail,2020-06-20,66,Long-Term
C099019,Ontario,Premium,2025-08-11,4,New
C099020,Ontario,Retail,2024-03-09,21,Established
C099021,Ontario,Retail,2022-07-30,41,Loyal
C099022,British Columbia,Retail,2021-03-10,57,Long-Term
C099023,Alberta,Retail,2024-03-11,21,Established
